RowID,BatchID,OPEN DATE,MID,MERCHAN DBA NAME,STATUS EDC,MSO,SOURCE CODE,POS1,WILAYAH,CHANNEL,TYPE MID
1919886,20183,2018-03-27,204150247,ZULFA HAJI N UMROH MBL   ,01,   ,B1X2MB544193269PG1,1,WBN,MBA,EDC
1922686,20183,2018-03-19,215262775, HUT BUMN                ,02,   ,                  ,1,EBK,MBR,EDC
1922687,20183,2018-03-19,215262783, HUT BUMN                ,02,   ,                  ,1,EBK,MBR,EDC
1922688,20183,2018-03-19,215262791, HUT BUMN                ,02,   ,                  ,1,EBK,MBR,EDC
1922689,20183,2018-03-19,215262809, HUT BUMN                ,02,   ,                  ,1,EBK,MBR,EDC
1922690,20183,2018-03-19,215262817, HUT BUMN                ,02,   ,                  ,1,EBK,MBR,EDC
1922691,20183,2018-03-19,215262825, HUT BUMN                ,02,   ,                  ,1,EBK,MBR,EDC
1920199,20183,2018-03-19,210231288, IFW 2018 TICKETING 05   ,02,   ,B3Z2RQ000289XXXMR2,1,EBK,MBR,EDC
1476910,20188,2018-08-14,201031184,239 GRAMEDIA ACEH        ,02,000,U2Y1RQ003984001MR2,1,EBK,MBR,EDC
1481247,20188,2018-08-09,214330037,390 GRAMEDIA CIKUPA      ,02,000,U2Y1RQ003984001MR2,1,EBK,MBR,EDC
1543462,20187,2018-07-19,210284683,ABUBA STEAK ASIAN GAMES  ,01,   ,                  ,1,WJS,MBR,EDC
1546405,20187,2018-07-19,215309576,ACE BTC MALL MBL         ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1546408,20187,2018-07-19,215309667,ACE EXP KMLA LAGOON AVE  ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1481169,20188,2018-08-09,214327942,ACE EXPRESS CIBUBUR MBL  ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1482411,20188,2018-08-09,215310673,ACE EXPRESS KLP GADING   ,02,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1788186,20182,2018-02-07,204155444,ACE HARDWARE BDG UBERTOS ,01,   ,B1Y3RQ003842237MR2,1,EBK,MBR,EDC
1543340,20187,2018-07-03,206167199,ACE HARDWARE GRESIK      ,02,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1728009,20185,2018-05-03,218113827,ACE HARDWARE KEDIRI MAL  ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1482409,20188,2018-08-09,215310657,ACE HARDWARE KHI         ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1723527,20185,2018-05-03,207105057,ACE HARDWARE NIPAH MAL   ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1723186,20185,2018-05-03,202102240,ACE HARDWARE PADANG      ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1481170,20188,2018-08-09,214327983,ACE PESONA SQ MBL        ,01,   ,U1Y1AQ003613237MR2,1,EBK,MBR,EDC
1543442,20187,2018-07-16,210284055,AGM FAIR ATRIUM SENCY    ,01,   ,                  ,1,WJS,MBR,EDC
1546372,20187,2018-07-03,215302134,AGM FAIR MKG MBL         ,01,   ,                  ,1,WJY,MBR,EDC
1674338,20186,2018-06-07,217116698,AGRAPANA GUEST HOUSE 2 MB,01,   ,U1X2DR040000228TB1,1,WYK,MBR,EDC
1674337,20186,2018-06-07,217116680,AGRAPANA GUEST HOUSE MB  ,01,   ,U1Y2DR040000228TB1,1,WYK,MBR,EDC
1788681,20182,2018-02-02,206130825,ALFAMART U777 MBL        ,02,120,P1Y1RQ003842081MR2,1,EBK,MBR,EDC
1674299,20186,2018-06-28,205146772,ALFINA BATANG MBL        ,01,   ,U1Y2MR114222096TB1,1,WSM,MBR,EDC
1674318,20186,2018-06-28,214135725,ALFINA CEGER MBL         ,01,   ,U1Y2MR114222096TB1,1,WJB,MBR,EDC
1674321,20186,2018-06-28,214135758,ALFINA CILEDUG MBL       ,02,   ,U1Y2MR114222096TB1,1,WJB,MBR,EDC
1674313,20186,2018-06-28,212291108,ALFINA KEBON JERUK 2 MB  ,02,   ,U1Y2MR114222096TB1,1,WJK,MBR,EDC
1674312,20186,2018-06-28,212291090,ALFINA KEBONJERUK 1 MBL  ,02,   ,U1Y2MR114222096TB1,1,WJK,MBR,EDC
1674298,20186,2018-06-28,205146764,ALFINA KENDAL MBL        ,01,   ,U1Y2MR114222096TB1,1,WSM,MBR,EDC
1674380,20186,2018-06-28,217146703,ALFINA KUE MBL           ,01,   ,U1X2MR114222096TB1,1,WYK,MBR,EDC
1674319,20186,2018-06-28,214135733,ALFINA PAMULANG MAS      ,02,   ,U1Y2MR114222096TB1,1,WJB,MBR,EDC
1674320,20186,2018-06-28,214135741,ALFINA PAMULANG MBL      ,02,   ,U1Y2MR114222096TB1,1,WJB,MBR,EDC
1674300,20186,2018-06-28,205146780,ALFINA SEMARANG MBL      ,01,   ,U1Y2MR114222096TB1,1,WSM,MBR,EDC
1706822,20184,2018-04-07,204159818,AMBAR SIP                ,02,   ,L1Y1MD174172269EX1,1,WBN,MBR,EDC
1706843,20184,2018-04-25,204161210,ANB HOTEL MBL            ,01,   ,B1X2MB544193102PG1,1,WBN,MBR,EDC
1446781,20189,2018-09-12,215319302,ANGKOT OK TRIP 1         ,02,   ,I1X1NO000000000000,1,EBK,MBR,EDC
1446790,20189,2018-09-13,215319393,ANGKOT OK TRIP 10        ,02,   ,                  ,1,EBK,MBR,EDC
1446241,20189,2018-09-13,215080300,ANGKOT OK TRIP 100       ,02,   ,                  ,1,EBK,MBR,EDC
1446242,20189,2018-09-13,215080318,ANGKOT OK TRIP 101       ,02,   ,                  ,1,EBK,MBR,EDC
1446243,20189,2018-09-13,215080326,ANGKOT OK TRIP 102       ,02,   ,                  ,1,EBK,MBR,EDC
1446244,20189,2018-09-13,215080334,ANGKOT OK TRIP 103       ,02,   ,                  ,1,EBK,MBR,EDC
1446245,20189,2018-09-13,215080342,ANGKOT OK TRIP 104       ,02,   ,                  ,1,EBK,MBR,EDC
1446246,20189,2018-09-13,215080359,ANGKOT OK TRIP 105       ,02,   ,                  ,1,EBK,MBR,EDC
1446247,20189,2018-09-13,215080367,ANGKOT OK TRIP 106       ,02,   ,                  ,1,EBK,MBR,EDC
1446248,20189,2018-09-13,215080375,ANGKOT OK TRIP 107       ,02,   ,                  ,1,EBK,MBR,EDC
1446249,20189,2018-09-13,215080383,ANGKOT OK TRIP 108       ,02,   ,                  ,1,EBK,MBR,EDC
1446250,20189,2018-09-13,215080391,ANGKOT OK TRIP 109       ,02,   ,                  ,1,EBK,MBR,EDC
1446791,20189,2018-09-13,215319401,ANGKOT OK TRIP 11        ,02,   ,                  ,1,EBK,MBR,EDC
1446251,20189,2018-09-13,215080409,ANGKOT OK TRIP 110       ,02,   ,                  ,1,EBK,MBR,EDC
1446252,20189,2018-09-13,215080417,ANGKOT OK TRIP 111       ,02,   ,                  ,1,EBK,MBR,EDC
1446253,20189,2018-09-13,215080425,ANGKOT OK TRIP 112       ,02,   ,                  ,1,EBK,MBR,EDC
1446254,20189,2018-09-13,215080433,ANGKOT OK TRIP 113       ,02,   ,                  ,1,EBK,MBR,EDC
1446255,20189,2018-09-13,215080441,ANGKOT OK TRIP 114       ,02,   ,                  ,1,EBK,MBR,EDC
1446256,20189,2018-09-13,215080458,ANGKOT OK TRIP 115       ,02,   ,                  ,1,EBK,MBR,EDC
1446257,20189,2018-09-13,215080466,ANGKOT OK TRIP 116       ,02,   ,                  ,1,EBK,MBR,EDC
1446258,20189,2018-09-13,215080474,ANGKOT OK TRIP 117       ,02,   ,                  ,1,EBK,MBR,EDC
1446259,20189,2018-09-13,215080482,ANGKOT OK TRIP 118       ,02,   ,                  ,1,EBK,MBR,EDC
1446260,20189,2018-09-13,215080490,ANGKOT OK TRIP 119       ,02,   ,                  ,1,EBK,MBR,EDC
1446792,20189,2018-09-13,215319419,ANGKOT OK TRIP 12        ,02,   ,                  ,1,EBK,MBR,EDC
1446261,20189,2018-09-13,215080508,ANGKOT OK TRIP 120       ,02,   ,                  ,1,EBK,MBR,EDC
1446262,20189,2018-09-13,215080516,ANGKOT OK TRIP 121       ,02,   ,                  ,1,EBK,MBR,EDC
1446263,20189,2018-09-13,215080524,ANGKOT OK TRIP 122       ,02,   ,                  ,1,EBK,MBR,EDC
1446264,20189,2018-09-13,215080532,ANGKOT OK TRIP 123       ,02,   ,                  ,1,EBK,MBR,EDC
1446265,20189,2018-09-13,215080540,ANGKOT OK TRIP 124       ,02,   ,                  ,1,EBK,MBR,EDC
1446266,20189,2018-09-13,215080557,ANGKOT OK TRIP 125       ,02,   ,                  ,1,EBK,MBR,EDC
1446267,20189,2018-09-13,215080565,ANGKOT OK TRIP 126       ,02,   ,                  ,1,EBK,MBR,EDC
1446268,20189,2018-09-13,215080573,ANGKOT OK TRIP 127       ,02,   ,                  ,1,EBK,MBR,EDC
1446269,20189,2018-09-13,215080581,ANGKOT OK TRIP 128       ,02,   ,                  ,1,EBK,MBR,EDC
1446270,20189,2018-09-13,215080599,ANGKOT OK TRIP 129       ,02,   ,                  ,1,EBK,MBR,EDC
1446793,20189,2018-09-13,215319427,ANGKOT OK TRIP 13        ,02,   ,                  ,1,EBK,MBR,EDC
1446271,20189,2018-09-13,215080607,ANGKOT OK TRIP 130       ,02,   ,                  ,1,EBK,MBR,EDC
1446272,20189,2018-09-13,215080615,ANGKOT OK TRIP 131       ,02,   ,                  ,1,EBK,MBR,EDC
1446273,20189,2018-09-13,215080623,ANGKOT OK TRIP 132       ,02,   ,                  ,1,EBK,MBR,EDC
1446274,20189,2018-09-13,215080631,ANGKOT OK TRIP 133       ,02,   ,                  ,1,EBK,MBR,EDC
1446275,20189,2018-09-13,215080649,ANGKOT OK TRIP 134       ,02,   ,                  ,1,EBK,MBR,EDC
1446276,20189,2018-09-13,215080656,ANGKOT OK TRIP 135       ,02,   ,                  ,1,EBK,MBR,EDC
1446277,20189,2018-09-13,215080664,ANGKOT OK TRIP 136       ,02,   ,                  ,1,EBK,MBR,EDC
1446278,20189,2018-09-13,215080672,ANGKOT OK TRIP 137       ,02,   ,                  ,1,EBK,MBR,EDC
1446279,20189,2018-09-13,215080680,ANGKOT OK TRIP 138       ,02,   ,                  ,1,EBK,MBR,EDC
1446280,20189,2018-09-13,215080698,ANGKOT OK TRIP 139       ,02,   ,                  ,1,EBK,MBR,EDC
1446794,20189,2018-09-13,215319435,ANGKOT OK TRIP 14        ,02,   ,                  ,1,EBK,MBR,EDC
1446281,20189,2018-09-13,215080706,ANGKOT OK TRIP 140       ,02,   ,                  ,1,EBK,MBR,EDC
1446282,20189,2018-09-13,215080714,ANGKOT OK TRIP 141       ,02,   ,                  ,1,EBK,MBR,EDC
1446283,20189,2018-09-13,215080722,ANGKOT OK TRIP 142       ,02,   ,                  ,1,EBK,MBR,EDC
1446284,20189,2018-09-13,215080730,ANGKOT OK TRIP 143       ,02,   ,                  ,1,EBK,MBR,EDC
1446285,20189,2018-09-13,215080748,ANGKOT OK TRIP 144       ,02,   ,                  ,1,EBK,MBR,EDC
1446286,20189,2018-09-13,215080755,ANGKOT OK TRIP 145       ,02,   ,                  ,1,EBK,MBR,EDC
1446287,20189,2018-09-13,215080763,ANGKOT OK TRIP 146       ,02,   ,                  ,1,EBK,MBR,EDC
1446288,20189,2018-09-13,215080771,ANGKOT OK TRIP 147       ,02,   ,                  ,1,EBK,MBR,EDC
1446289,20189,2018-09-13,215080789,ANGKOT OK TRIP 148       ,02,   ,                  ,1,EBK,MBR,EDC
1446290,20189,2018-09-13,215080797,ANGKOT OK TRIP 149       ,02,   ,                  ,1,EBK,MBR,EDC
1446795,20189,2018-09-13,215319443,ANGKOT OK TRIP 15        ,02,   ,                  ,1,EBK,MBR,EDC
1446291,20189,2018-09-13,215080805,ANGKOT OK TRIP 150       ,02,   ,                  ,1,EBK,MBR,EDC
1446292,20189,2018-09-13,215080813,ANGKOT OK TRIP 151       ,02,   ,                  ,1,EBK,MBR,EDC
1446293,20189,2018-09-13,215080821,ANGKOT OK TRIP 152       ,02,   ,                  ,1,EBK,MBR,EDC
1446294,20189,2018-09-13,215080839,ANGKOT OK TRIP 153       ,02,   ,                  ,1,EBK,MBR,EDC
1446295,20189,2018-09-13,215080847,ANGKOT OK TRIP 154       ,02,   ,                  ,1,EBK,MBR,EDC
1446296,20189,2018-09-13,215080854,ANGKOT OK TRIP 155       ,02,   ,                  ,1,EBK,MBR,EDC
1446297,20189,2018-09-13,215080862,ANGKOT OK TRIP 156       ,02,   ,                  ,1,EBK,MBR,EDC
1446298,20189,2018-09-13,215080870,ANGKOT OK TRIP 157       ,02,   ,                  ,1,EBK,MBR,EDC
1446299,20189,2018-09-13,215080888,ANGKOT OK TRIP 158       ,02,   ,                  ,1,EBK,MBR,EDC
1446300,20189,2018-09-13,215080896,ANGKOT OK TRIP 159       ,02,   ,                  ,1,EBK,MBR,EDC
1446796,20189,2018-09-13,215319450,ANGKOT OK TRIP 16        ,02,   ,                  ,1,EBK,MBR,EDC
1446301,20189,2018-09-13,215080904,ANGKOT OK TRIP 160       ,02,   ,                  ,1,EBK,MBR,EDC
1446302,20189,2018-09-13,215080912,ANGKOT OK TRIP 161       ,02,   ,                  ,1,EBK,MBR,EDC
1446303,20189,2018-09-13,215080920,ANGKOT OK TRIP 162       ,02,   ,                  ,1,EBK,MBR,EDC
1446304,20189,2018-09-13,215080938,ANGKOT OK TRIP 163       ,02,   ,                  ,1,EBK,MBR,EDC
1446305,20189,2018-09-13,215080946,ANGKOT OK TRIP 164       ,02,   ,                  ,1,EBK,MBR,EDC
1446306,20189,2018-09-13,215080953,ANGKOT OK TRIP 165       ,02,   ,                  ,1,EBK,MBR,EDC
1446307,20189,2018-09-13,215080961,ANGKOT OK TRIP 166       ,02,   ,                  ,1,EBK,MBR,EDC
1446308,20189,2018-09-13,215080979,ANGKOT OK TRIP 167       ,02,   ,                  ,1,EBK,MBR,EDC
1446309,20189,2018-09-13,215080987,ANGKOT OK TRIP 168       ,02,   ,                  ,1,EBK,MBR,EDC
1446310,20189,2018-09-13,215080995,ANGKOT OK TRIP 169       ,02,   ,                  ,1,EBK,MBR,EDC
1446797,20189,2018-09-13,215319468,ANGKOT OK TRIP 17        ,02,   ,                  ,1,EBK,MBR,EDC
1446311,20189,2018-09-13,215081001,ANGKOT OK TRIP 170       ,02,   ,                  ,1,EBK,MBR,EDC
1446312,20189,2018-09-13,215081019,ANGKOT OK TRIP 171       ,02,   ,                  ,1,EBK,MBR,EDC
1446313,20189,2018-09-13,215081027,ANGKOT OK TRIP 172       ,02,   ,                  ,1,EBK,MBR,EDC
1446314,20189,2018-09-13,215081035,ANGKOT OK TRIP 173       ,02,   ,                  ,1,EBK,MBR,EDC
1446315,20189,2018-09-13,215081043,ANGKOT OK TRIP 174       ,02,   ,                  ,1,EBK,MBR,EDC
1446316,20189,2018-09-13,215081050,ANGKOT OK TRIP 175       ,02,   ,                  ,1,EBK,MBR,EDC
1446317,20189,2018-09-13,215081068,ANGKOT OK TRIP 176       ,02,   ,                  ,1,EBK,MBR,EDC
1446318,20189,2018-09-13,215081076,ANGKOT OK TRIP 177       ,02,   ,                  ,1,EBK,MBR,EDC
1446319,20189,2018-09-13,215081084,ANGKOT OK TRIP 178       ,02,   ,                  ,1,EBK,MBR,EDC
1446320,20189,2018-09-13,215081092,ANGKOT OK TRIP 179       ,02,   ,                  ,1,EBK,MBR,EDC
1446798,20189,2018-09-13,215319476,ANGKOT OK TRIP 18        ,02,   ,                  ,1,EBK,MBR,EDC
1446321,20189,2018-09-13,215081100,ANGKOT OK TRIP 180       ,02,   ,                  ,1,EBK,MBR,EDC
1446322,20189,2018-09-13,215081118,ANGKOT OK TRIP 181       ,02,   ,                  ,1,EBK,MBR,EDC
1446323,20189,2018-09-13,215081126,ANGKOT OK TRIP 182       ,02,   ,                  ,1,EBK,MBR,EDC
1446324,20189,2018-09-13,215081134,ANGKOT OK TRIP 183       ,02,   ,                  ,1,EBK,MBR,EDC
1446325,20189,2018-09-13,215081142,ANGKOT OK TRIP 184       ,02,   ,                  ,1,EBK,MBR,EDC
1446326,20189,2018-09-13,215081159,ANGKOT OK TRIP 185       ,02,   ,                  ,1,EBK,MBR,EDC
1446327,20189,2018-09-13,215081167,ANGKOT OK TRIP 186       ,02,   ,                  ,1,EBK,MBR,EDC
1446328,20189,2018-09-13,215081175,ANGKOT OK TRIP 187       ,02,   ,                  ,1,EBK,MBR,EDC
1446329,20189,2018-09-13,215081183,ANGKOT OK TRIP 188       ,02,   ,                  ,1,EBK,MBR,EDC
1446330,20189,2018-09-13,215081191,ANGKOT OK TRIP 189       ,02,   ,                  ,1,EBK,MBR,EDC
1446799,20189,2018-09-13,215319484,ANGKOT OK TRIP 19        ,02,   ,                  ,1,EBK,MBR,EDC
1446331,20189,2018-09-13,215081209,ANGKOT OK TRIP 190       ,02,   ,                  ,1,EBK,MBR,EDC
1446332,20189,2018-09-13,215081217,ANGKOT OK TRIP 191       ,02,   ,                  ,1,EBK,MBR,EDC
1446333,20189,2018-09-13,215081225,ANGKOT OK TRIP 192       ,02,   ,                  ,1,EBK,MBR,EDC
1446334,20189,2018-09-13,215081233,ANGKOT OK TRIP 193       ,02,   ,                  ,1,EBK,MBR,EDC
1446335,20189,2018-09-13,215081241,ANGKOT OK TRIP 194       ,02,   ,                  ,1,EBK,MBR,EDC
1446336,20189,2018-09-13,215081258,ANGKOT OK TRIP 195       ,02,   ,                  ,1,EBK,MBR,EDC
1446337,20189,2018-09-13,215081266,ANGKOT OK TRIP 196       ,02,   ,                  ,1,EBK,MBR,EDC
1446338,20189,2018-09-13,215081274,ANGKOT OK TRIP 197       ,02,   ,                  ,1,EBK,MBR,EDC
1446339,20189,2018-09-13,215081282,ANGKOT OK TRIP 198       ,02,   ,                  ,1,EBK,MBR,EDC
1446340,20189,2018-09-13,215081290,ANGKOT OK TRIP 199       ,02,   ,                  ,1,EBK,MBR,EDC
1446782,20189,2018-09-13,215319310,ANGKOT OK TRIP 2         ,02,   ,                  ,1,EBK,MBR,EDC
1446800,20189,2018-09-13,215319492,ANGKOT OK TRIP 20        ,02,   ,                  ,1,EBK,MBR,EDC
1446341,20189,2018-09-13,215081308,ANGKOT OK TRIP 200       ,02,   ,                  ,1,EBK,MBR,EDC
1446342,20189,2018-09-13,215081316,ANGKOT OK TRIP 201       ,02,   ,                  ,1,EBK,MBR,EDC
1446343,20189,2018-09-13,215081324,ANGKOT OK TRIP 202       ,02,   ,                  ,1,EBK,MBR,EDC
1446344,20189,2018-09-13,215081332,ANGKOT OK TRIP 203       ,02,   ,                  ,1,EBK,MBR,EDC
1446345,20189,2018-09-13,215081340,ANGKOT OK TRIP 204       ,02,   ,                  ,1,EBK,MBR,EDC
1446346,20189,2018-09-13,215081357,ANGKOT OK TRIP 205       ,02,   ,                  ,1,EBK,MBR,EDC
1446347,20189,2018-09-13,215081365,ANGKOT OK TRIP 206       ,02,   ,                  ,1,EBK,MBR,EDC
1446348,20189,2018-09-13,215081373,ANGKOT OK TRIP 207       ,02,   ,                  ,1,EBK,MBR,EDC
1446349,20189,2018-09-13,215081381,ANGKOT OK TRIP 208       ,02,   ,                  ,1,EBK,MBR,EDC
1446350,20189,2018-09-13,215081399,ANGKOT OK TRIP 209       ,02,   ,                  ,1,EBK,MBR,EDC
